team1,team2,goals_1,penalties_1,direct_free_hits_1,warnings_1,blue_cards_1,fouls_1,goals_2,penalties_2,direct_free_hits_2,warnings_2,blue_cards_2,fouls_2,date,ref1,ref2,ref3,gr1_1_played,gr1_1_name,gr1_1_saves,pl1_1_played,pl1_1_name,pl1_1_goals,pl1_1_pens,pl1_1_dfh,pl2_1_played,pl2_1_name,pl2_1_goals,pl2_1_pens,pl2_1_dfh,pl3_1_played,pl3_1_name,pl3_1_goals,pl3_1_pens,pl3_1_dfh,pl4_1_played,pl4_1_name,pl4_1_goals,pl4_1_pens,pl4_1_dfh,pl5_1_played,pl5_1_name,pl5_1_goals,pl5_1_pens,pl5_1_dfh,pl6_1_played,pl6_1_name,pl6_1_goals,pl6_1_pens,pl6_1_dfh,pl7_1_played,pl7_1_name,pl7_1_goals,pl7_1_pens,pl7_1_dfh,pl8_1_played,pl8_1_name,pl8_1_goals,pl8_1_pens,pl8_1_dfh,gr2_1_played,gr2_1_name,gr2_1_saves,gr1_2_played,gr1_2_name,gr1_2_saves,pl1_2_played,pl1_2_name,pl1_2_goals,pl1_2_pens,pl1_2_dfh,pl2_2_played,pl2_2_name,pl2_2_goals,pl2_2_pens,pl2_2_dfh,pl3_2_played,pl3_2_name,pl3_2_goals,pl3_2_pens,pl3_2_dfh,pl4_2_played,pl4_2_name,pl4_2_goals,pl4_2_pens,pl4_2_dfh,pl5_2_played,pl5_2_name,pl5_2_goals,pl5_2_pens,pl5_2_dfh,pl6_2_played,pl6_2_name,pl6_2_goals,pl6_2_pens,pl6_2_dfh,pl7_2_played,pl7_2_name,pl7_2_goals,pl7_2_pens,pl7_2_dfh,pl8_2_played,pl8_2_name,pl8_2_goals,pl8_2_pens,pl8_2_dfh,gr2_2_played,gr2_2_name,gr2_2_saves
AD SANJOANENSE 2425,AD VALONGO / COLQUIMICA 2425,5,1/2,1/1,6,2,13,6,1/1,2/3,2,0,13,2024-10-26 00:00:00,NUNO OLIVEIRA,MANUEL OLIVEIRA,SERGIO PAULO DA SILVA,J,JUAN ZANETTI,0,X,ALEXANDER MOUNT,0,0/0,0/0,X,NUNO ARAÚJO,2,1/2,0/0,J,JOÃO GUIMARÃES,0,0/0,0/0,J,ANDRES ZAPATA,0,0/0,0/0,J,MATHIAS ARNAEZ,0,0/0,0/0,X,LUÍS FERREIRA,0,0/0,0/0,X,HUGO SANTOS,2,0/0,1/1,J,JOSÉ ALMEIDA,1,0/0,0/0,X,GUILHERME PEREIRA,1,,MARTIM ALMEIDA,0,J,JOAO LIMA,0,0/0,0/0,X,MIGUEL MOURA,0,0/0,0/0,J,FRANCISCO SILVA,1,0/0,0/0,J,JOÃO PEDRO,0,0/0,0/0,X,KYLLIAN AGUERA,3,0/0,2/2,X,CARLOS RAMOS,0,0/0,0/0,X,JOÃO ALMEIDA,2,1/1,0/1,,GABRIEL AZEVEDO,0,0/0,0/0,X,GONÇALO BENTO,0
FC PORTO / FIDELIDADE 2425,UD OLIVEIRENSE / SIMOLDES 2425,5,0/2,0/1,1,3,15,1,0/1,0/2,2,3,10,2024-10-30 00:00:00,JOAQUIM PINTO,FABIO LEITÃO,TIAGO BESSA,X,XAVIER CROSSAS,0,J,TOMÁS SANTOS,0,0/0,0/0,J,EDUARD LAMAS,1,0/0,0/0,J,TOMAS MENA,1,0/0,0/0,X,JOSE RAFAEL COSTA,0,0/0,0/0,X,CARLO DI BENEDETTO,1,0/0,0/0,X,GONÇALO ALVES,1,0/2,0/0,X,HELDER NUNES,1,0/0,0/0,J,DIOGO BARATA,0,0/0,0/1,,LEONARDO PAIS,0,X,ALEJANDRO EDO,0,J,BRUNO BENEDETTO,0,0/0,0/0,X,MARC SAYO,0,0/1,0/0,X,NUNO SANTOS,0,0/0,0/0,J,LUCAS MARTINEZ,1,0/0,0/1,X,FACUNDO NAVARRO,0,0/0,0/1,J,XAVIER CARDOSO,0,0/0,0/0,X,FRANCO PLATERO,0,0/0,0/0,J,DIOGO ABREU,0,0/0,0/0,,DIOGO ALVES,0
AJ VIANA 2425,CANDELARIA SC 2425,7,1/1,1/1,1,0,9,0,0/1,0/0,2,1,8,2024-10-31 00:00:00,PEDRO DE SOUSA,MIGUEL MATOS,SIMÃO VIANA,X,BRUNO GUIA,1,J,GABRIEL SILVA,0,0/0,0/0,X,CARLOS OLIVEIRA,0,0/0,0/0,X,HUGO COSTA,2,1/1,0/0,J,JOAQUIN FERNANDEZ,0,0/0,0/0,J,GUILHERME MAGALHÃES,2,0/0,0/0,X,JOÃO ARAÚJO,2,0/0,1/1,X,PEDRO BATISTA,1,0/0,0/0,J,GUILHERME LEITÃO,0,0/0,0/0,,MATI BRIDGE,0,,RUI SANTOS,0,X,DAMIÁN PAEZ CATALINI,0,0/0,0/0,X,JOEL MARTIN CASTILLO,0,0/1,0/0,X,RUI RAMOS,0,0/0,0/0,J,MARTIM LEITE,0,0/0,0/0,J,GUILHERME FRIAS ANASTÁCIO,0,0/0,0/0,J,PAOLO DIAS,0,0/0,0/0,X,VASCO SOARES,0,0/0,0/0,X,MIGUEL ROCHA,0,0/0,0/0,,JOSÉ PEREIRA,--
UD OLIVEIRENSE / SIMOLDES 2425,GRF MURCHES 2425,4,0/1,1/1,1,0,12,2,0/1,0/1,3,1,6,2024-11-01 00:00:00,PEDRO DE SOUSA,NUNO OLIVEIRA,JOSE MENDES,X,ALEJANDRO EDO,2,J,BRUNO BENEDETTO,0,0/0,0/0,X,MARC SAYO,0,0/1,0/0,X,NUNO SANTOS,0,0/0,0/0,J,LUCAS MARTINEZ,1,0/0,0/0,X,FACUNDO NAVARRO,2,0/0,1/1,J,XAVIER CARDOSO,0,0/0,0/0,X,FRANCO PLATERO,0,0/0,0/0,J,DIOGO ABREU,1,0/0,0/0,,DIOGO ALVES,0,X,RODRIGO VIEIRA,0,X,GONÇALO NUNES,2,0/1,0/0,J,DIOGO NEVES,0,0/0,0/0,X,TOMÁS MOREIRA,0,0/0,0/1,X,RAFAEL LOURENÇO,0,0/0,0/0,J,JOÃO SARDO,0,0/0,0/0,J,ANDRÉ GASPAR,0,0/0,0/0,X,JOSÉ COSTA,0,0/0,0/0,J,DIOGO ALVES,0,0/0,0/0,,TOMÁS TEIXEIRA,0
J. PACENSE/DES COMPAGNONS 2425,AD SANJOANENSE 2425,6,2/2,1/2,2,0,15,5,0/0,2/2,1,2,6,2024-11-01 00:00:00,GONÇALO PEREIRA,MIGUEL GUILHERME,TELMO SANTOS,X,GABRIEL COSTA,0,X,TOMÁS PEREIRA,2,2/2,0/0,J,JOSÉ GONÇALVES,0,0/0,0/0,X,NUNO PEREIRA,1,0/0,1/2,J,RAFAEL ALMEIDA,1,0/0,0/0,J,JOÃO PEREIRA,0,0/0,0/0,X,JOSE CANCELA,1,0/0,0/0,X,JOÃO GUIMARÃES,1,0/0,0/0,J,DINIS ABREU,0,0/0,0/0,,TIAGO RODRIGUES,0,J,JUAN ZANETTI,0,X,ALEXANDER MOUNT,0,0/0,0/0,X,NUNO ARAÚJO,0,0/0,0/0,J,JOÃO GUIMARÃES,0,0/0,0/0,J,ANDRES ZAPATA,1,0/0,0/0,X,MATHIAS ARNAEZ,0,0/0,0/0,J,LUÍS FERREIRA,0,0/0,0/0,X,HUGO SANTOS,4,0/0,2/2,J,JOSÉ ALMEIDA,0,0/0,0/0,X,GUILHERME PEREIRA,1
HC BRAGA SAD / SPORMEX 2425,UD OLIVEIRENSE / SIMOLDES 2425,2,1/1,0/1,3,1,5,1,0/2,0/1,3,1,9,2024-11-03 00:00:00,RUI DA SILVA,MARCELO CARDOSO,SIMÃO VIANA,,TOMAS TEIXEIRA,0,X,ANTONIO TRABULO,0,0/0,0/0,,JOSÉ PEDRO PEREIRA,0,0/0,0/0,,TIAGO LIMA,0,0/0,0/0,J,MIGUEL HENRIQUES,0,0/0,0/1,X,DIOGO SEIXAS,1,0/0,0/0,J,PAULO PEREIRA,0,0/0,0/0,X,PEDRO MENDES,1,1/1,0/0,X,JORGE SILVA,0,0/0,0/0,X,DIOGO FERNANDES,2,X,ALEJANDRO EDO,1,J,BRUNO BENEDETTO,1,0/0,0/0,X,MARC SAYO,0,0/1,0/0,J,NUNO SANTOS,0,0/0,0/0,J,LUCAS MARTINEZ,0,0/0,0/0,X,FACUNDO NAVARRO,0,0/0,0/1,X,XAVIER CARDOSO,0,0/0,0/0,X,FRANCO PLATERO,0,0/0,0/0,J,DIOGO ABREU,0,0/1,0/0,,DIOGO ALVES,0
CANDELARIA SC 2425,SL BENFICA 2425,2,1/1,1/1,1,2,11,4,1/1,2/3,0,0,10,2024-11-04 00:00:00,SILVIA COELHO,FABIO LEITÃO,FERNANDO LOPES,,RUI SANTOS,0,J,DAMIÁN PAEZ CATALINI,1,0/0,1/1,X,JOEL MARTIN CASTILLO,1,1/1,0/0,X,RUI RAMOS,0,0/0,0/0,,MARTIM LEITE,0,0/0,0/0,X,GUILHERME FRIAS ANASTÁCIO,0,0/0,0/0,,PEDRO ROCHA,0,0/0,0/0,J,PAOLO DIAS,0,0/0,0/0,X,VASCO SOARES,0,0/0,0/0,X,MIGUEL ROCHA,0,,TIAGO ESTARREJA,0,J,JOSÉ MIRANDA,0,0/0,0/0,J,DIOGO RAFAEL,0,0/0,0/0,X,PAU POCH,1,0/0,1/2,J,LUCAS ORDOÑEZ,1,0/0,1/1,X,NIL ROCA SUBIRANA,0,0/0,0/0,X,ROBERTO DI BENEDETTO,0,0/0,0/0,J,GONÇALO PINTO,1,0/0,0/0,X,JOAO RODRIGUES,1,1/1,0/0,X,RUI MENDES,0
RIBA D AVE HC/CSJ GROUP 2425,FC PORTO / FIDELIDADE 2425,1,0/0,0/0,1,0,6,2,0/1,0/0,3,0,7,2024-11-06 00:00:00,JORGE MACHADO,JOSE PEREIRA,SIMÃO VIANA,X,ÀLVARO GOLPE ©,0,J,FRANCISCO NARDI,0,0/0,0/0,X,RUI SILVA,0,0/0,0/0,J,FRANCISCO ABREU,0,0/0,0/0,J,BRUNO DINIS,0,0/0,0/0,J,ÀNGEL ALBARRACIN,0,0/0,0/0,X,FRANCO TOLEDO,0,0/0,0/0,X,ANDERSON SILVA,0,0/0,0/0,X,GUSTAVO PATO,1,0/0,0/0,,JOSÉ SILVA,0,X,XAVIER CROSSAS,0,J,TELMO PINTO,0,0/0,0/0,X,EDUARD LAMAS,0,0/0,0/0,J,TOMAS MENA,0,0/0,0/0,,JOSE RAFAEL COSTA,0,0/0,0/0,X,CARLO DI BENEDETTO,1,0/0,0/0,X,GONÇALO ALVES,1,0/1,0/0,X,HELDER NUNES,0,0/0,0/0,J,DIOGO BARATA,0,0/0,0/0,,LEONARDO PAIS,0
OC BARCELOS SAD 2425,HC BRAGA SAD / SPORMEX 2425,4,1/1,0/0,1,0,7,3,0/1,0/0,2,0,6,2024-11-06 00:00:00,FERNANDO VASCONCELOS,MANUEL FERNANDES,VICTOR GACHINEIRO,X,CONSTANTINO ACEVEDO,1,J,SANTIAGO SANCHEZ,0,0/0,0/0,J,POL MANRUBIA,0,0/0,0/0,X,PEDRO SILVA,0,0/0,0/0,J,DANILO RAMPULLLA,2,0/0,0/0,X,DANIEL OLIVEIRA,1,0/0,0/0,X,LUÍS QUERIDO,1,1/1,0/0,X,MIGUEL VIEIRA,0,0/0,0/0,J,MIGUEL ROCHA,0,0/0,0/0,,LUIS BARBOSA,0,,TOMAS TEIXEIRA,0,X,ANTONIO TRABULO,0,0/0,0/0,J,JOSÉ PEDRO PEREIRA,0,0/0,0/0,,GUSTAVO GONÇALVES,0,0/0,0/0,J,MIGUEL HENRIQUES,0,0/0,0/0,X,DIOGO SEIXAS,0,0/0,0/0,J,PAULO PEREIRA,0,0/0,0/0,X,PEDRO MENDES,2,0/1,0/0,X,JORGE SILVA,1,0/0,0/0,X,DIOGO FERNANDES,0
SPORTING CP 2425,AJ VIANA 2425,8,1/1,0/1,0,0,7,1,0/0,0/0,3,0,10,2024-11-06 00:00:00,TEOFILO CASIMIRO,BRUNO HENRIQUES,JOAQUIM SEQUEIRA,X,ÂNGELO GIRÃO ©,0,J,RAFAEL MOREIRA,1,0/0,0/0,J,ALESSANDRO VERONA,1,0/0,0/0,J,MATIAS PLATERO,0,0/0,0/0,J,ROC COLOMER,2,0/0,0/1,X,JOÃO SOUTO,0,0/0,0/0,X,TONI PEREZ,2,0/0,0/0,X,FACUNDO BRIDGE,1,1/1,0/0,X,HENRIQUE MAGALHÃES,1,0/0,0/0,,JOSÉ DIOGO MACEDO,0,X,BRUNO GUIA,0,J,GABRIEL SILVA,0,0/0,0/0,X,CARLOS OLIVEIRA,0,0/0,0/0,X,HUGO COSTA,0,0/0,0/0,J,JOAQUIN FERNANDEZ,0,0/0,0/0,X,JOÃO ARAÚJO,0,0/0,0/0,J,CARLOS LOUREIRO,0,0/0,0/0,X,PEDRO BATISTA,1,0/0,0/0,J,GUILHERME LEITÃO,0,0/0,0/0,J,MATI BRIDGE,1
SC TOMAR / IPT 2425,AD VALONGO / COLQUIMICA 2425,3,1/2,1/1,0,1,4,1,1/2,0/0,0,2,8,2024-11-06 00:00:00,JOSE MARTINS,GONÇALO PEREIRA,RODRIGO ANDRADE,,JOSÉ SILVA,0,X,GUILHERME SILVA,1,1/1,0/0,,REMI HERMAN,0,0/0,0/0,J,LUCAS SANTOS,0,0/0,0/0,X,FILIPE ALMEIDA,0,0/0,0/0,J,ANDRÉ CENTENO,0,0/0,0/0,J,GONÇALO NETO,2,0/0,1/1,X,PEDRO MARTINS,0,0/0,0/0,X,ALEXANDRE MARQUES,0,0/1,0/0,X,ANTÓNIO MARANTE,0,X,GONÇALO BENTO,0,J,JOAO LIMA,0,0/0,0/0,J,MIGUEL MOURA,0,0/0,0/0,J,FRANCISCO SILVA,0,0/0,0/0,X,JOÃO PEDRO,0,0/0,0/0,X,KYLLIAN AGUERA,0,0/0,0/0,X,CARLOS RAMOS,1,1/1,0/0,J,JOÃO ALMEIDA,0,0/1,0/0,X,JOÃO MALÓ,0,0/0,0/0,,AFONSO VENDA,0
FC PORTO / FIDELIDADE 2425,GRF MURCHES 2425,7,1/1,0/1,1,0,5,1,0/0,0/0,1,1,6,2024-11-09 00:00:00,MIGUEL MATOS,PEDRO DE SOUSA,JOSE PEREIRA,X,XAVIER CROSSAS,0,J,TELMO PINTO,0,0/0,0/0,X,EDUARD LAMAS,0,0/0,0/0,J,TOMAS MENA,2,0/0,0/0,J,JOSE RAFAEL COSTA,0,0/0,0/0,X,CARLO DI BENEDETTO,2,0/0,0/1,X,GONÇALO ALVES,2,1/1,0/0,X,HELDER NUNES,1,0/0,0/0,J,DIOGO BARATA,0,0/0,0/0,J,LEONARDO PAIS,0,,RODRIGO TEIXEIRA,0,X,GONÇALO NUNES,0,0/0,0/0,X,DIOGO NEVES,0,0/0,0/0,X,TOMÁS MOREIRA,0,0/0,0/0,J,MIGUEL ALEXANDRE,0,0/0,0/0,X,RAFAEL LOURENÇO,1,0/0,0/0,J,JOÃO SARDO,0,0/0,0/0,J,ANDRÉ GASPAR,0,0/0,0/0,J,JOSÉ COSTA,0,0/0,0/0,X,RODRIGO VIEIRA,1
RIBA D AVE HC/CSJ GROUP 2425,HC BRAGA SAD / SPORMEX 2425,1,0/0,0/0,4,1,6,1,0/1,0/2,3,0,7,2024-11-09 00:00:00,JOAQUIM PINTO,PORFIRIO FERNANDES,JOÃO SANTOS,X,ÀLVARO GOLPE ©,2,J,FRANCISCO NARDI,0,0/0,0/0,X,RUI SILVA,0,0/0,0/0,,FRANCISCO ABREU,0,0/0,0/0,J,BRUNO DINIS,1,0/0,0/0,J,ÀNGEL ALBARRACIN,0,0/0,0/0,X,FRANCO TOLEDO,0,0/0,0/0,X,ANDERSON SILVA,0,0/0,0/0,X,GUSTAVO PATO,0,0/0,0/0,,JOSÉ SILVA,0,,TOMAS TEIXEIRA,0,X,ANTONIO TRABULO,0,0/0,0/0,J,JOSÉ PEDRO PEREIRA,0,0/0,0/0,,PEREIRA GONÇALO,0,0/0,0/0,J,MIGUEL HENRIQUES,1,0/0,0/0,X,DIOGO SEIXAS,0,0/0,0/1,J,PAULO PEREIRA,0,0/0,0/1,X,PEDRO MENDES,0,0/1,0/0,X,JORGE SILVA,0,0/0,0/0,X,DIOGO FERNANDES,0
UD OLIVEIRENSE / SIMOLDES 2425,SL BENFICA 2425,1,0/1,0/2,4,2,14,3,1/1,1/2,3,1,14,2024-11-09 00:00:00,PEDRO FIGUEIREDO,CARLOS CORREIA,VITOR PINHEIRO,X,ALEJANDRO EDO,1,X,BRUNO BENEDETTO,0,0/0,0/1,J,MARC SAYO,0,0/0,0/0,X,NUNO SANTOS,0,0/0,0/0,J,LUCAS MARTINEZ,0,0/0,0/1,X,FACUNDO NAVARRO,0,0/0,0/0,J,XAVIER CARDOSO,0,0/0,0/0,X,FRANCO PLATERO,1,0/1,0/0,J,DIOGO ABREU,0,0/0,0/0,,DIOGO ALVES,0,,TIAGO ESTARREJA,0,J,JOSÉ MIRANDA,0,0/0,0/0,J,DIOGO RAFAEL,0,0/0,0/0,X,PAU POCH,1,0/0,1/2,J,LUCAS ORDOÑEZ,0,0/0,0/0,X,NIL ROCA SUBIRANA,0,0/0,0/0,X,ROBERTO DI BENEDETTO,1,0/0,0/0,J,GONÇALO PINTO,0,0/0,0/0,X,JOAO RODRIGUES,1,1/1,0/0,X,RUI MENDES,2
OC BARCELOS SAD 2425,AJ VIANA 2425,7,0/0,1/3,1,1,4,1,1/1,0/1,2,1,11,2024-11-09 00:00:00,NUNO OLIVEIRA,MANUEL OLIVEIRA,BRUNO MALHEIRO,X,CONSTANTINO ACEVEDO,1,J,SANTIAGO SANCHEZ,0,0/0,0/0,X,POL MANRUBIA,1,0/0,0/0,J,PEDRO SILVA,0,0/0,0/0,X,DANILO RAMPULLLA,2,0/0,0/0,J,DANIEL OLIVEIRA,1,0/0,0/0,X,LUÍS QUERIDO,0,0/0,0/0,J,MIGUEL VIEIRA,0,0/0,0/0,X,MIGUEL ROCHA,3,0/0,1/3,J,LUIS BARBOSA,0,X,BRUNO GUIA,0,J,GABRIEL SILVA,0,0/0,0/1,X,CARLOS OLIVEIRA,0,0/0,0/0,J,HUGO COSTA,0,0/0,0/0,J,JOAQUIN FERNANDEZ,0,0/0,0/0,X,GUILHERME MAGALHÃES,0,0/0,0/0,X,JOÃO ARAÚJO,1,1/1,0/0,J,CARLOS LOUREIRO,0,0/0,0/0,X,PEDRO BATISTA,0,0/0,0/0,J,MATI BRIDGE,2
CANDELARIA SC 2425,AD SANJOANENSE 2425,1,0/0,0/2,1,1,9,0,0/0,0/1,0,2,8,2024-11-09 00:00:00,MIGUEL GUILHERME,JOÃO MARTINS,CARLOS ALMEIDA,,RUI SANTOS,0,J,DAMIÁN PAEZ CATALINI,0,0/0,0/1,X,JOEL MARTIN CASTILLO,0,0/0,0/1,X,RUI RAMOS,0,0/0,0/0,J,MARTIM LEITE,0,0/0,0/0,X,GUILHERME FRIAS ANASTÁCIO,0,0/0,0/0,J,PEDRO ROCHA,1,0/0,0/0,J,PAOLO DIAS,0,0/0,0/0,X,VASCO SOARES,0,0/0,0/0,X,MIGUEL ROCHA,1,,JUAN ZANETTI,0,X,ALEXANDER MOUNT,0,0/0,0/0,X,NUNO ARAÚJO,0,0/0,0/0,X,JOÃO GUIMARÃES,0,0/0,0/0,X,ANDRES ZAPATA,0,0/0,0/0,J,MATHIAS ARNAEZ,0,0/0,0/0,J,LUÍS FERREIRA,0,0/0,0/0,J,HUGO SANTOS,0,0/0,0/1,J,JOSÉ ALMEIDA,0,0/0,0/0,X,GUILHERME PEREIRA,2
SPORTING CP 2425,AD VALONGO / COLQUIMICA 2425,4,0/0,0/1,0,0,7,0,0/0,0/0,1,0,3,2024-11-09 00:00:00,MARCELO CARDOSO,FABIO LEITÃO,JOAQUIM SEQUEIRA,X,ÂNGELO GIRÃO ©,0,X,RAFAEL MOREIRA,0,0/0,0/0,X,ALESSANDRO VERONA,2,0/0,0/0,J,ROC COLOMER,1,0/0,0/0,X,JOÃO SOUTO,0,0/0,0/1,J,TONI PEREZ,1,0/0,0/0,J,FACUNDO BRIDGE,0,0/0,0/0,J,HENRIQUE MAGALHÃES,0,0/0,0/0,X,GONZALO ROMERO,0,0/0,0/0,,JOSÉ DIOGO MACEDO,0,X,GONÇALO BENTO,1,J,MIGUEL MOURA,0,0/0,0/0,J,FRANCISCO SILVA,0,0/0,0/0,J,JOÃO PEDRO,0,0/0,0/0,X,KYLLIAN AGUERA,0,0/0,0/0,X,CARLOS RAMOS,0,0/0,0/0,X,JOÃO ALMEIDA,0,0/0,0/0,X,JOÃO MALÓ,0,0/0,0/0,J,GABRIEL AZEVEDO,0,0/0,0/0,,AFONSO VENDA,0
SC TOMAR / IPT 2425,J. PACENSE/DES COMPAGNONS 2425,5,1/3,0/1,3,0,15,2,0/1,1/2,7,2,12,2024-11-09 00:00:00,BRUNO HENRIQUES,TEOFILO CASIMIRO,TELMO SANTOS,,JOSÉ SILVA,0,J,GUILHERME SILVA,0,0/1,0/0,X,REMI HERMAN,0,0/1,0/0,J,LUCAS SANTOS,1,1/1,0/0,J,FILIPE ALMEIDA,1,0/0,0/0,X,ANDRÉ CENTENO,0,0/0,0/0,J,GONÇALO NETO,2,0/0,0/1,X,PEDRO MARTINS,0,0/0,0/0,X,ALEXANDRE MARQUES,1,0/0,0/0,X,ANTÓNIO MARANTE,2,X,GABRIEL COSTA,3,X,TOMÁS PEREIRA,0,0/1,0/0,J,JOSÉ GONÇALVES,0,0/0,0/0,J,FILIPE FLÓRIDO,0,0/0,0/1,X,NUNO PEREIRA,1,0/0,1/1,J,RAFAEL ALMEIDA,0,0/0,0/0,J,JOÃO PEREIRA,0,0/0,0/0,X,JOSE CANCELA,1,0/0,0/0,X,JOÃO GUIMARÃES,0,0/0,0/0,,TIAGO RODRIGUES,0
FC PORTO / FIDELIDADE 2425,SC TOMAR / IPT 2425,2,1/1,0/2,0,1,8,1,0/0,0/1,3,2,6,2024-11-13 00:00:00,NUNO OLIVEIRA,MANUEL OLIVEIRA,JOSE MENDES,X,XAVIER CROSSAS,1,J,TELMO PINTO,0,0/0,0/0,X,EDUARD LAMAS,0,0/0,0/0,J,TOMAS MENA,0,0/0,0/0,J,JOSE RAFAEL COSTA,0,0/0,0/0,X,CARLO DI BENEDETTO,0,0/0,0/0,X,GONÇALO ALVES,2,1/1,0/1,X,HELDER NUNES,0,0/0,0/1,J,DIOGO BARATA,0,0/0,0/0,,LEONARDO PAIS,0,J,JOSÉ SILVA,1,X,GUILHERME SILVA,0,0/0,0/0,J,REMI HERMAN,0,0/0,0/0,,LUCAS SANTOS,0,0/0,0/0,X,FILIPE ALMEIDA,1,0/0,0/0,J,ANDRÉ CENTENO,0,0/0,0/0,J,GONÇALO NETO,0,0/0,0/1,X,PEDRO MARTINS,0,0/0,0/0,X,ALEXANDRE MARQUES,0,0/0,0/0,X,ANTÓNIO MARANTE,0
GRF MURCHES 2425,RIBA D AVE HC/CSJ GROUP 2425,3,0/0,0/1,1,1,9,3,0/3,0/1,1,1,6,2024-11-13 00:00:00,JOSE MARTINS,BRUNO HENRIQUES,CLAUDIO DOS REIS,,RODRIGO TEIXEIRA,0,X,GONÇALO NUNES,0,0/0,0/0,X,DIOGO NEVES,0,0/0,0/0,X,TOMÁS MOREIRA,0,0/0,0/1,X,RAFAEL LOURENÇO,0,0/0,0/0,,JOÃO SARDO,0,0/0,0/0,J,ANDRÉ GASPAR,2,0/0,0/0,J,JOSÉ COSTA,1,0/0,0/0,,DIOGO ALVES,0,0/0,0/0,X,RODRIGO VIEIRA,1,X,ÀLVARO GOLPE ©,0,J,FRANCISCO NARDI,0,0/0,0/0,X,RUI SILVA,1,0/2,0/0,J,FRANCISCO ABREU,0,0/0,0/0,J,BRUNO DINIS,0,0/0,0/0,J,ÀNGEL ALBARRACIN,0,0/0,0/0,X,FRANCO TOLEDO,0,0/0,0/1,X,ANDERSON SILVA,1,0/0,0/0,X,GUSTAVO PATO,1,0/1,0/0,,JOSÉ SILVA,0
SL BENFICA 2425,OC BARCELOS SAD 2425,9,0/1,1/1,2,1,13,3,0/0,1/1,3,3,10,2024-11-13 00:00:00,MIGUEL GUILHERME,GONÇALO PEREIRA,CARLOS ALMEIDA,X,PEDRO HENRIQUES  ©,0,,JOSÉ MIRANDA,1,0/0,0/0,,DIOGO RAFAEL,1,0/0,0/0,X,PAU POCH,2,0/0,1/1,,LUCAS ORDOÑEZ,1,0/0,0/0,X,NIL ROCA SUBIRANA,2,0/0,0/0,X,ROBERTO DI BENEDETTO,1,0/0,0/0,,GONÇALO PINTO,0,0/0,0/0,X,JOAO RODRIGUES,1,0/1,0/0,,RUI MENDES,0,X,CONSTANTINO ACEVEDO,1,,SANTIAGO SANCHEZ,0,0/0,0/0,,POL MANRUBIA,0,0/0,0/0,,PEDRO SILVA,0,0/0,0/0,X,DANILO RAMPULLLA,1,0/0,0/0,,DANIEL OLIVEIRA,0,0/0,0/0,X,LUÍS QUERIDO,0,0/0,0/0,X,MIGUEL VIEIRA,0,0/0,0/0,X,MIGUEL ROCHA,2,0/0,1/1,,LUIS BARBOSA,0
AD SANJOANENSE 2425,SPORTING CP 2425,2,0/0,0/3,2,2,9,4,0/0,0/2,2,3,8,2024-11-13 00:00:00,FERNANDO VASCONCELOS,PEDRO FIGUEIREDO,SIMÃO VIANA,,JUAN ZANETTI,0,X,ALEXANDER MOUNT,0,0/0,0/1,X,NUNO ARAÚJO,0,0/0,0/0,X,JOÃO GUIMARÃES,0,0/0,0/0,J,ANDRES ZAPATA,0,0/0,0/0,J,MATHIAS ARNAEZ,0,0/0,0/0,J,LUÍS FERREIRA,0,0/0,0/0,X,HUGO SANTOS,1,0/0,0/2,J,JOSÉ ALMEIDA,1,0/0,0/0,X,GUILHERME PEREIRA,2,X,ÂNGELO GIRÃO ©,1,J,RAFAEL MOREIRA,1,0/0,0/0,X,ALESSANDRO VERONA,2,0/0,0/0,J,MATIAS PLATERO,0,0/0,0/0,J,ROC COLOMER,1,0/0,0/1,X,JOÃO SOUTO,0,0/0,0/1,J,FACUNDO BRIDGE,0,0/0,0/0,X,HENRIQUE MAGALHÃES,0,0/0,0/0,J,GONZALO ROMERO,0,0/0,0/0,,JOSÉ DIOGO MACEDO,0
AD VALONGO / COLQUIMICA 2425,J. PACENSE/DES COMPAGNONS 2425,3,0/0,0/2,3,1,10,6,0/0,1/2,3,0,10,2024-11-13 00:00:00,JOAQUIM PINTO,PEDRO DE SOUSA,TIAGO BESSA,X,GONÇALO BENTO,0,J,JOAO LIMA,0,0/0,0/0,J,MIGUEL MOURA,2,0/0,0/1,J,FRANCISCO SILVA,0,0/0,0/0,J,JOÃO PEDRO,0,0/0,0/0,X,KYLLIAN AGUERA,1,0/0,0/1,X,CARLOS RAMOS,0,0/0,0/0,X,JOÃO ALMEIDA,0,0/0,0/0,X,JOÃO MALÓ,0,0/0,0/0,,AFONSO VENDA,0,X,GABRIEL COSTA,0,X,JOSÉ GONÇALVES,1,0/0,0/0,J,FILIPE FLÓRIDO,0,0/0,0/0,X,NUNO PEREIRA,0,0/0,0/0,J,RAFAEL ALMEIDA,0,0/0,0/0,J,JOÃO PEREIRA,0,0/0,0/0,X,JOSE CANCELA,3,0/0,1/1,X,JOÃO GUIMARÃES,2,0/0,0/1,J,DINIS ABREU,0,0/0,0/0,J,TIAGO RODRIGUES,0
